Current task: 0
Epoch: 0015 cost= 0.442664891
Epoch: 0016 cost= 0.420262724
Epoch: 0017 cost= 0.386725187
Epoch: 0018 cost= 0.376825362
Epoch: 0019 cost= 0.374202400
Epoch: 0020 cost= 0.372741848
Epoch: 0021 cost= 0.327591211
Epoch: 0022 cost= 0.333642691
Epoch: 0023 cost= 0.316979587
Epoch: 0024 cost= 0.291166425
Epoch: 0025 cost= 0.294633985
Epoch: 0026 cost= 0.290208489
Epoch: 0027 cost= 0.275343418
Epoch: 0028 cost= 0.280381411
Epoch: 0029 cost= 0.268534392
Epoch: 0030 cost= 0.261889368
Epoch: 0031 cost= 0.257124573
Epoch: 0032 cost= 0.252375513
Epoch: 0033 cost= 0.249160320
Epoch: 0034 cost= 0.259202600
Epoch: 0035 cost= 0.243056238
Epoch: 0036 cost= 0.235788703
Epoch: 0037 cost= 0.230876118
Epoch: 0038 cost= 0.233642414
Epoch: 0039 cost= 0.225251883
Epoch: 0040 cost= 0.226598769
Epoch: 0041 cost= 0.229066387
Epoch: 0042 cost= 0.224101037
Epoch: 0043 cost= 0.222529054
Epoch: 0044 cost= 0.213294595
Epoch: 0045 cost= 0.214475736
Epoch: 0046 cost= 0.211256057
Epoch: 0047 cost= 0.209340319
Epoch: 0048 cost= 0.212954134
Epoch: 0049 cost= 0.207802072
Epoch: 0050 cost= 0.202807844
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.8018912529550828
Accuracy is 0.8555337904015671
Accuracy is 0.9749199573105657
Accuracy is 0.9425981873111783
Accuracy is 0.9682299546142209
Reloading previous weights after core set training
creating a new head
[[0.99905437        nan        nan        nan        nan]
 [0.99952719 0.97110676        nan        nan        nan]
 [0.91489362 0.92311459 0.98719317        nan        nan]
 [0.93380615 0.91380999 0.97598719 0.99345418        nan]
 [0.80189125 0.85553379 0.97491996 0.94259819 0.96822995]]
Current task: 0
Epoch: 0001 cost= 0.696690917
Epoch: 0002 cost= 0.696627200
Epoch: 0003 cost= 0.696562231
Epoch: 0004 cost= 0.696496308
Epoch: 0005 cost= 0.696431637
Epoch: 0006 cost= 0.696368098
Epoch: 0007 cost= 0.696303487
Epoch: 0008 cost= 0.696240962
Epoch: 0009 cost= 0.696178555
Epoch: 0010 cost= 0.696115494
Epoch: 0011 cost= 0.696053565
Epoch: 0012 cost= 0.695991099
Epoch: 0013 cost= 0.695929885
Epoch: 0014 cost= 0.695868492
Epoch: 0015 cost= 0.695807755
Epoch: 0016 cost= 0.695749640
Epoch: 0017 cost= 0.695689023
Epoch: 0018 cost= 0.695631325
Epoch: 0019 cost= 0.695571482
Epoch: 0020 cost= 0.695513904
Epoch: 0021 cost= 0.695457458
Epoch: 0022 cost= 0.695403159
Epoch: 0023 cost= 0.695346117
Epoch: 0024 cost= 0.695288658
Epoch: 0025 cost= 0.695233166
Epoch: 0026 cost= 0.695176482
Epoch: 0027 cost= 0.695124030
Epoch: 0028 cost= 0.695069671
Epoch: 0029 cost= 0.695014656
Epoch: 0030 cost= 0.694960415
Epoch: 0031 cost= 0.694908619
Epoch: 0032 cost= 0.694857776
Epoch: 0033 cost= 0.694805264
Epoch: 0034 cost= 0.694752038
Epoch: 0035 cost= 0.694700718
Epoch: 0036 cost= 0.694650710
Epoch: 0037 cost= 0.694599092
Epoch: 0038 cost= 0.694551826
Epoch: 0039 cost= 0.694501102
Epoch: 0040 cost= 0.694452584
Epoch: 0041 cost= 0.694405735
Epoch: 0042 cost= 0.694356680
Epoch: 0043 cost= 0.694309235
Epoch: 0044 cost= 0.694263935
Epoch: 0045 cost= 0.694214642
Epoch: 0046 cost= 0.694171309
Epoch: 0047 cost= 0.694122910
Epoch: 0048 cost= 0.694081843
Epoch: 0049 cost= 0.694032967
Epoch: 0050 cost= 0.693989873
Optimization Finished!
initializing first head
Epoch: 0001 cost= 2.560045481
Epoch: 0002 cost= 2.558398724
Epoch: 0003 cost= 2.556535959
Epoch: 0004 cost= 2.555003405
Epoch: 0005 cost= 2.553496361
Epoch: 0006 cost= 2.552117586
Epoch: 0007 cost= 2.551420689
Epoch: 0008 cost= 2.550452232
Epoch: 0009 cost= 2.548326969
Epoch: 0010 cost= 2.547636271
Epoch: 0011 cost= 2.547092676
Epoch: 0012 cost= 2.546363831
Epoch: 0013 cost= 2.545536995
Epoch: 0014 cost= 2.544398546
Epoch: 0015 cost= 2.540402174
Epoch: 0016 cost= 2.538965702
Epoch: 0017 cost= 2.535995722
Epoch: 0018 cost= 2.536401749
Epoch: 0019 cost= 2.530391455
Epoch: 0020 cost= 2.527508736
Epoch: 0021 cost= 2.520968199
Epoch: 0022 cost= 2.522185802
Epoch: 0023 cost= 2.521152020
Epoch: 0024 cost= 2.512067795
Epoch: 0025 cost= 2.516222715
Epoch: 0026 cost= 2.489467859
Epoch: 0027 cost= 2.466239452
Epoch: 0028 cost= 2.525563478
Epoch: 0029 cost= 2.479509592
Epoch: 0030 cost= 2.443250418
Epoch: 0031 cost= 2.385678768
Epoch: 0032 cost= 2.447857857
Epoch: 0033 cost= 2.369723797
Epoch: 0034 cost= 2.431380749
Epoch: 0035 cost= 2.436638355
Epoch: 0036 cost= 2.346722603
Epoch: 0037 cost= 2.276056290
Epoch: 0038 cost= 2.340657711
Epoch: 0039 cost= 2.267149925
Epoch: 0040 cost= 2.121013403
Epoch: 0041 cost= 2.215840578
Epoch: 0042 cost= 2.076117277
Epoch: 0043 cost= 2.033931732
Epoch: 0044 cost= 2.103183985
Epoch: 0045 cost= 2.135365963
Epoch: 0046 cost= 2.055213213
Epoch: 0047 cost= 2.081233263
Epoch: 0048 cost= 1.925477743
Epoch: 0049 cost= 1.921852946
Epoch: 0050 cost= 1.884450197
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.9962174940898345
Reloading previous weights after core set training
creating a new head
Current task: 1
Epoch: 0001 cost= 0.738792658
Epoch: 0002 cost= 0.724144459
Epoch: 0003 cost= 0.723426282
Epoch: 0004 cost= 0.715047777
Epoch: 0005 cost= 0.711730838
Epoch: 0006 cost= 0.703298509
Epoch: 0007 cost= 0.706357777
Epoch: 0008 cost= 0.698514402
Epoch: 0009 cost= 0.701011479
Epoch: 0010 cost= 0.707803369
Epoch: 0011 cost= 0.697776675
Epoch: 0012 cost= 0.683034420
Epoch: 0013 cost= 0.676484942
Epoch: 0014 cost= 0.677878678
Epoch: 0015 cost= 0.680556118
Epoch: 0016 cost= 0.649114430
Epoch: 0017 cost= 0.647870898
Epoch: 0018 cost= 0.619968653
Epoch: 0019 cost= 0.622599363
Epoch: 0020 cost= 0.605688989
Epoch: 0021 cost= 0.593681574
Epoch: 0022 cost= 0.553075790
Epoch: 0023 cost= 0.568427444
Epoch: 0024 cost= 0.537657261
Epoch: 0025 cost= 0.530695260
Epoch: 0026 cost= 0.487378150
Epoch: 0027 cost= 0.501605451
Epoch: 0028 cost= 0.564563036
Epoch: 0029 cost= 0.513207555
Epoch: 0030 cost= 0.509983003
Epoch: 0031 cost= 0.476132393
Epoch: 0032 cost= 0.436465740
Epoch: 0033 cost= 0.416567802
Epoch: 0034 cost= 0.436345398
Epoch: 0035 cost= 0.366604507
Epoch: 0036 cost= 0.371120960
Epoch: 0037 cost= 0.398740202
Epoch: 0038 cost= 0.381957412
Epoch: 0039 cost= 0.392616898
Epoch: 0040 cost= 0.416423142
Epoch: 0041 cost= 0.376208693
Epoch: 0042 cost= 0.352644235
Epoch: 0043 cost= 0.318700999
Epoch: 0044 cost= 0.373235613
Epoch: 0045 cost= 0.325621158
Epoch: 0046 cost= 0.310319036
Epoch: 0047 cost= 0.331536978
Epoch: 0048 cost= 0.318528593
Epoch: 0049 cost= 0.318482310
Epoch: 0050 cost= 0.305537641
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.8973995271867612
Accuracy is 0.9539666993143977
Reloading previous weights after core set training
creating a new head
Current task: 2
Epoch: 0001 cost= 0.789111197
Epoch: 0002 cost= 0.716645122
Epoch: 0003 cost= 0.721949041
Epoch: 0004 cost= 0.717463493
Epoch: 0005 cost= 0.697906911
Epoch: 0006 cost= 0.686118245
Epoch: 0007 cost= 0.669016957
Epoch: 0008 cost= 0.665270150
Epoch: 0009 cost= 0.646709025
Epoch: 0010 cost= 0.642239571
Epoch: 0011 cost= 0.618411720
Epoch: 0012 cost= 0.615475178
Epoch: 0013 cost= 0.600176811
Epoch: 0014 cost= 0.595535100
Epoch: 0015 cost= 0.599304318
Epoch: 0016 cost= 0.572647691
Epoch: 0017 cost= 0.561045408
Epoch: 0018 cost= 0.537624478
Epoch: 0019 cost= 0.544646263
Epoch: 0020 cost= 0.506581247
Epoch: 0021 cost= 0.493665189
Epoch: 0022 cost= 0.499006242
Epoch: 0023 cost= 0.496867180
Epoch: 0024 cost= 0.455298215
Epoch: 0025 cost= 0.464626014
Epoch: 0026 cost= 0.424760848
Epoch: 0027 cost= 0.419916540
Epoch: 0028 cost= 0.422706306
Epoch: 0029 cost= 0.448096633
Epoch: 0030 cost= 0.403390914
Epoch: 0031 cost= 0.412228703
Epoch: 0032 cost= 0.394247174
Epoch: 0033 cost= 0.375861764
Epoch: 0034 cost= 0.385210633
Epoch: 0035 cost= 0.374020755
Epoch: 0036 cost= 0.376136184
Epoch: 0037 cost= 0.360794187
Epoch: 0038 cost= 0.348451138
Epoch: 0039 cost= 0.345084310
Epoch: 0040 cost= 0.351280868
Epoch: 0041 cost= 0.337272406
Epoch: 0042 cost= 0.324019760
Epoch: 0043 cost= 0.336198896
Epoch: 0044 cost= 0.318228006
Epoch: 0045 cost= 0.321334064
Epoch: 0046 cost= 0.328653872
Epoch: 0047 cost= 0.305107027
Epoch: 0048 cost= 0.320302397
Epoch: 0049 cost= 0.300373495
Epoch: 0050 cost= 0.293909431
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.9905437352245863
Accuracy is 0.7487757100881489
Accuracy is 0.971718249733191
Reloading previous weights after core set training
creating a new head
Current task: 3
Epoch: 0001 cost= 1.133646488
Epoch: 0002 cost= 0.839717925
Epoch: 0003 cost= 0.772678018
Epoch: 0004 cost= 0.773767710
Epoch: 0005 cost= 0.788865924
Epoch: 0006 cost= 0.791953444
Epoch: 0007 cost= 0.788580000
Epoch: 0008 cost= 0.784205973
Epoch: 0009 cost= 0.765406668
Epoch: 0010 cost= 0.750196993
Epoch: 0011 cost= 0.731071472
Epoch: 0012 cost= 0.734463692
Epoch: 0013 cost= 0.723681152
Epoch: 0014 cost= 0.726550519
Epoch: 0015 cost= 0.723229110
Epoch: 0016 cost= 0.709771812
Epoch: 0017 cost= 0.703047097
Epoch: 0018 cost= 0.698584914
Epoch: 0019 cost= 0.686852753
Epoch: 0020 cost= 0.678293169
Epoch: 0021 cost= 0.660102427
Epoch: 0022 cost= 0.646702290
Epoch: 0023 cost= 0.653938174
Epoch: 0024 cost= 0.632269144
Epoch: 0025 cost= 0.623056531
Epoch: 0026 cost= 0.602884829
Epoch: 0027 cost= 0.603156686
Epoch: 0028 cost= 0.588443458
Epoch: 0029 cost= 0.568105698
Epoch: 0030 cost= 0.537335694
Epoch: 0031 cost= 0.513610840
Epoch: 0032 cost= 0.483486176
Epoch: 0033 cost= 0.483246863
Epoch: 0034 cost= 0.451635599
Epoch: 0035 cost= 0.404732794
Epoch: 0036 cost= 0.413396925
Epoch: 0037 cost= 0.372409403
Epoch: 0038 cost= 0.364619017
Epoch: 0039 cost= 0.286921918
Epoch: 0040 cost= 0.303269982
Epoch: 0041 cost= 0.281310827
Epoch: 0042 cost= 0.265467167
Epoch: 0043 cost= 0.267015576
Epoch: 0044 cost= 0.246442959
Epoch: 0045 cost= 0.231124803
Epoch: 0046 cost= 0.243599385
Epoch: 0047 cost= 0.221464217
Epoch: 0048 cost= 0.224306747
Epoch: 0049 cost= 0.213347673
Epoch: 0050 cost= 0.218608797
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.724822695035461
Accuracy is 0.8976493633692458
Accuracy is 0.7379935965848452
Accuracy is 0.974320241691843
Reloading previous weights after core set training
creating a new head
Current task: 4
Epoch: 0001 cost= 1.459154129
Epoch: 0002 cost= 1.022647500
Epoch: 0003 cost= 0.876421630
Epoch: 0004 cost= 0.824494243
Epoch: 0005 cost= 0.852107525
Epoch: 0006 cost= 0.828901708
Epoch: 0007 cost= 0.812398911
Epoch: 0008 cost= 0.811704576
Epoch: 0009 cost= 0.797057331
Epoch: 0010 cost= 0.781232595
Epoch: 0011 cost= 0.781669140
Epoch: 0012 cost= 0.770200431
Epoch: 0013 cost= 0.765888691
Epoch: 0014 cost= 0.761654794
Epoch: 0015 cost= 0.771380901
Epoch: 0016 cost= 0.765896440
Epoch: 0017 cost= 0.757190168
Epoch: 0018 cost= 0.766728580
Epoch: 0019 cost= 0.769458950
Epoch: 0020 cost= 0.758082926
Epoch: 0021 cost= 0.748665035
Epoch: 0022 cost= 0.743543923
Epoch: 0023 cost= 0.735399246
Epoch: 0024 cost= 0.735459208
Epoch: 0025 cost= 0.730035543
Epoch: 0026 cost= 0.718852580
Epoch: 0027 cost= 0.718125045
Epoch: 0028 cost= 0.713465631
Epoch: 0029 cost= 0.705127597
Epoch: 0030 cost= 0.699385166
Epoch: 0031 cost= 0.691492200
Epoch: 0032 cost= 0.685536027
Epoch: 0033 cost= 0.673917949
Epoch: 0034 cost= 0.668163419
Epoch: 0035 cost= 0.661481559
Epoch: 0036 cost= 0.645585418
Epoch: 0037 cost= 0.649660170
Epoch: 0038 cost= 0.630610526
Epoch: 0039 cost= 0.620969832
Epoch: 0040 cost= 0.619844794
Epoch: 0041 cost= 0.603779256
Epoch: 0042 cost= 0.597485244
Epoch: 0043 cost= 0.585901976
Epoch: 0044 cost= 0.568935931
Epoch: 0045 cost= 0.549984872
Epoch: 0046 cost= 0.542145967
Epoch: 0047 cost= 0.527961135
Epoch: 0048 cost= 0.502786994
Epoch: 0049 cost= 0.504894197
Epoch: 0050 cost= 0.497544885
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.8236406619385342
Accuracy is 0.8300685602350637
Accuracy is 0.8676627534685165
Accuracy is 0.973816717019134
Accuracy is 0.9097327281896117
Reloading previous weights after core set training
creating a new head
[[0.99621749        nan        nan        nan        nan]
 [0.89739953 0.9539667         nan        nan        nan]
 [0.99054374 0.74877571 0.97171825        nan        nan]
 [0.7248227  0.89764936 0.7379936  0.97432024        nan]
 [0.82364066 0.83006856 0.86766275 0.97381672 0.90973273]]
Current task: 0
Epoch: 0001 cost= 0.692194045
Epoch: 0002 cost= 0.692124784
Epoch: 0003 cost= 0.692055702
Epoch: 0004 cost= 0.691986144
Epoch: 0005 cost= 0.691916704
Epoch: 0006 cost= 0.691846311
Epoch: 0007 cost= 0.691774964
Epoch: 0008 cost= 0.691703200
Epoch: 0009 cost= 0.691631377
Epoch: 0010 cost= 0.691559315
Epoch: 0011 cost= 0.691487372
Epoch: 0012 cost= 0.691416323
Epoch: 0013 cost= 0.691346109
Epoch: 0014 cost= 0.691276550
Epoch: 0015 cost= 0.691207647
Epoch: 0016 cost= 0.691139758
Epoch: 0017 cost= 0.691072166
Epoch: 0018 cost= 0.691004992
Epoch: 0019 cost= 0.690937877
Epoch: 0020 cost= 0.690871298
Epoch: 0021 cost= 0.690804899
Epoch: 0022 cost= 0.690738678
Epoch: 0023 cost= 0.690672934
Epoch: 0024 cost= 0.690607965
Epoch: 0025 cost= 0.690543711
Epoch: 0026 cost= 0.690480709
Epoch: 0027 cost= 0.690419137
Epoch: 0028 cost= 0.690358877
Epoch: 0029 cost= 0.690300047
Epoch: 0030 cost= 0.690242708
Epoch: 0031 cost= 0.690186024
Epoch: 0032 cost= 0.690130413
Epoch: 0033 cost= 0.690074980
Epoch: 0034 cost= 0.690020323
Epoch: 0035 cost= 0.689966142
Epoch: 0036 cost= 0.689912200
Epoch: 0037 cost= 0.689859033
Epoch: 0038 cost= 0.689805865
Epoch: 0039 cost= 0.689753354
Epoch: 0040 cost= 0.689701200
Epoch: 0041 cost= 0.689649224
Epoch: 0042 cost= 0.689597547
Epoch: 0043 cost= 0.689545870
Epoch: 0044 cost= 0.689494312
Epoch: 0045 cost= 0.689442873
Epoch: 0046 cost= 0.689391196
Epoch: 0047 cost= 0.689339519
Epoch: 0048 cost= 0.689287424
Epoch: 0049 cost= 0.689235270
Epoch: 0050 cost= 0.689182401
Optimization Finished!
initializing first head
Epoch: 0001 cost= 2.556678295
Epoch: 0002 cost= 2.555810928
Epoch: 0003 cost= 2.554126501
Epoch: 0004 cost= 2.551509380
Epoch: 0005 cost= 2.548944473
Epoch: 0006 cost= 2.546530485
Epoch: 0007 cost= 2.545157194
Epoch: 0008 cost= 2.538517237
Epoch: 0009 cost= 2.537632465
Epoch: 0010 cost= 2.522794962
Epoch: 0011 cost= 2.522178411
Epoch: 0012 cost= 2.508666039
Epoch: 0013 cost= 2.498384953
Epoch: 0014 cost= 2.484800816
Epoch: 0015 cost= 2.474646330
Epoch: 0016 cost= 2.457682610
Epoch: 0017 cost= 2.408708096
